网址,标题
http://www.cuc.edu.cn/news/2016/1031/c1901a162327/page.htm,"
“长滩一期”阶段性成果揭秘好莱坞动画创作
"
http://www.cuc.edu.cn/news/2016/1031/c1901a162326/page.htm,"
2016国家品牌盛典启动仪式暨高峰论坛在我校举行
"
http://www.cuc.edu.cn/news/2016/1031/c1901a162325/page.htm,"
我校为68名宁夏地市厅局新闻发言人开展培训
"
http://www.cuc.edu.cn/news/2016/1028/c1901a162324/page.htm,"
第十一届中国（北京）国际大学生动画节盛大开幕
"
http://www.cuc.edu.cn/news/2016/1028/c1901a162323/page.htm,"
“小红军表情包”发送量破百万 引发广泛关注
"
http://www.cuc.edu.cn/news/2016/1028/c1901a162322/page.htm,"
我校格罗宁根孔子学院组织荷兰中学校长访华
"
http://www.cuc.edu.cn/news/2016/1027/c1901a162321/page.htm,"
后勤党总支举办“纪念长征健步行”活动
"
http://www.cuc.edu.cn/news/2016/1026/c1901a162320/page.htm,"
第八届“社彩秋韵”社团文化展演精彩上演
"
http://www.cuc.edu.cn/news/2016/1026/c1901a162319/page.htm,"
我校师生参观纪念红军长征胜利80周年主题展览
"
http://www.cuc.edu.cn/news/2016/1026/c1901a162318/page.htm,"
赵晖副书记给继续教育学部全体党员讲党课
"
http://www.cuc.edu.cn/news/2016/1025/c1901a162317/page.htm,"
赵晖副书记到工会进行工作调研
"
http://www.cuc.edu.cn/news/2016/1025/c1901a162316/page.htm,"
中传-纽理工中外合作办学理事会筹备会召开
"
http://www.cuc.edu.cn/news/2016/1025/c1901a162315/page.htm,"
胡正荣校长为2016年新教师岗前培训作专题讲座
"
http://www.cuc.edu.cn/news/2016/1025/c1901a162314/page.htm,"
影视行业大咖汇聚我校探讨媒介融合态势
"
http://www.cuc.edu.cn/news/2016/1025/c1901a162313/page.htm,"
中国高校影视学会第十六届年会在晋成功举办
"
http://www.cuc.edu.cn/news/2016/1025/c1901a162312/page.htm,"
广播电视研究中心更名为国家传播创新研究中心
"
http://www.cuc.edu.cn/news/2016/1025/c1901a162311/page.htm,"
我校荣获广电行业最高技术大奖
"
http://www.cuc.edu.cn/news/2016/1024/c1901a162310/page.htm,"
我校本学期第一次学生事务交流日活动举行
"
http://www.cuc.edu.cn/news/2016/1024/c1901a162309/page.htm,"
海峡两岸文化创意产业高校研究联盟论坛召开
"
http://www.cuc.edu.cn/news/2016/1021/c1901a162308/page.htm,"
我校召开2016年秋季就业工作专项汇报会
"
http://www.cuc.edu.cn/news/2016/1021/c1901a162307/page.htm,"
92级新闻校友二十年后重聚母校
"
http://www.cuc.edu.cn/news/2016/1021/c1901a162306/page.htm,"
我校召开朝阳区人大代表换届选举第二阶段工作会
"
http://www.cuc.edu.cn/news/2016/1020/c1901a162904/page.htm,"
江西省抚州市市委书记一行来我校考察交流
"
http://www.cuc.edu.cn/news/2016/1020/c1901a162903/page.htm,"
赵晖副书记出席台湾世新大学60周年校庆暨第七届世界大学女校长论...
"
http://www.cuc.edu.cn/news/2016/1020/c1901a162305/page.htm,"
袁军副校长会见爱尔兰都柏林城市大学校长
"
http://www.cuc.edu.cn/news/2016/1019/c1901a162902/page.htm,"
我校在读硕博生任本科生兼职辅导员工作全面启动
"
http://www.cuc.edu.cn/news/2016/1019/c1901a162901/page.htm,"
2016“广播电视学学科建设”学术研讨会在京召开
"
http://www.cuc.edu.cn/news/2016/1019/c1901a162900/page.htm,"
我校1400平米4K演播室系统建设项目正式通过验收
"
http://www.cuc.edu.cn/news/2016/1018/c1901a162899/page.htm,"
声音学院奖、录音大师班联袂开幕
"
http://www.cuc.edu.cn/news/2016/1018/c1901a162898/page.htm,"
2016无线广播技术研讨会在我校召开
"
http://www.cuc.edu.cn/news/2016/1017/c1901a162897/page.htm,"
表情包长征路上小红军正式上线 国新班学生主创
"
http://www.cuc.edu.cn/news/2016/1017/c1901a162896/page.htm,"
我校承制纪录片《长征纪事》央视今晚开始播出
"
http://www.cuc.edu.cn/news/2016/1014/c1901a162895/page.htm,"
我校学生会高票当选市学联第十二届主席团单位
"
http://www.cuc.edu.cn/news/2016/1014/c1901a162894/page.htm,"
我校举办2016年党政领导干部集中培训专题报告会
"
http://www.cuc.edu.cn/news/2016/1013/c1901a162893/page.htm,"
教育部语用司司长来校指导齐越节赴港澳展演工作
"
http://www.cuc.edu.cn/news/2016/1013/c1901a162892/page.htm,"
我校圆满完成接待塞尔维亚教育部长任务
"
http://www.cuc.edu.cn/news/2016/1013/c1901a162891/page.htm,"
纪委召开廉政推进会 创新反腐倡廉教育新形式
"
http://www.cuc.edu.cn/news/2016/1012/c1901a162890/page.htm,"
刘守训副书记会见河南科技学院副校长一行
"
http://www.cuc.edu.cn/news/2016/1012/c1901a162889/page.htm,"
经管学部新生开学典礼举行  定制大戏爆笑全场
"
http://www.cuc.edu.cn/news/2016/1011/c1901a162888/page.htm,"
中国传媒大学召开2016年重阳节庆祝大会
"
http://www.cuc.edu.cn/news/2016/1010/c1901a162887/page.htm,"
与我校共建孔子学院的格罗宁根大学再出诺贝尔奖获得者
"
http://www.cuc.edu.cn/news/2016/1009/c1901a162886/page.htm,"
2016“天工开悟中国当代艺术大展”圆满结束
"
http://www.cuc.edu.cn/news/2016/1008/c1901a162885/page.htm,"
中国传媒大学首期文化产业学术训练营成功举办
"
http://www.cuc.edu.cn/news/2016/0930/c1901a162884/page.htm,"
我校召开朝阳区人大代表换届选举工作会
"
http://www.cuc.edu.cn/news/2016/0930/c1901a162883/page.htm,"
张民权教授成果入选国家哲学社会科学成果文库
"
http://www.cuc.edu.cn/news/2016/0929/c1901a162882/page.htm,"
赵晖副书记带队赴河北邱县廉政教育基地调研学习
"
http://www.cuc.edu.cn/news/2016/0929/c1901a162881/page.htm,"
中传学子参加北京高校学生军事特训载誉凯旋
"
http://www.cuc.edu.cn/news/2016/0928/c1901a162880/page.htm,"
中国传媒大学召开2016年秋季工作会议
"
http://www.cuc.edu.cn/news/2016/0928/c1901a162879/page.htm,"
我校为定点帮扶县举办“干部领导力培训班”
"
http://www.cuc.edu.cn/news/2016/0928/c1901a162878/page.htm,"
外国语学院学生获全国西班牙语演讲大赛三等奖
"
http://www.cuc.edu.cn/news/2016/0928/c1901a162877/page.htm,"
荷兰格罗宁根孔子学院阿姆斯特丹中心隆重揭牌
"
http://www.cuc.edu.cn/news/2016/0928/c1901a162876/page.htm,"
教育部任命胡正荣同志为中国传媒大学校长
"
http://www.cuc.edu.cn/news/2016/0927/c1901a162870/page.htm,"
国家传播创新研究中心主办第十六届中国传播论坛
"
http://www.cuc.edu.cn/news/2016/0927/c1901a162869/page.htm,"
印度（西孟加拉邦）电影展映在我校举行
"
http://www.cuc.edu.cn/news/2016/0927/c1901a162875/page.htm,"
2016年“校友返校日”活动圆满举行
"
http://www.cuc.edu.cn/news/2016/0927/c1901a162874/page.htm,"
新闻传播学部学生赴平遥参展 获新锐摄影师大奖
"
http://www.cuc.edu.cn/news/2016/0927/c1901a162873/page.htm,"
我校贝尔格莱德孔院庆祝“全球孔子学院日”
"
http://www.cuc.edu.cn/news/2016/0927/c1901a162872/page.htm,"
“后鲁迅时代及其未来”学术研讨会顺利召开
"
http://www.cuc.edu.cn/news/2016/0927/c1901a162871/page.htm,"
我校主办第十届新闻与传播心理研讨会
"
http://www.cuc.edu.cn/news/2016/0926/c1901a162868/page.htm,"
86级电视系校友集体返校 设立86电视奖学金
"
http://www.cuc.edu.cn/news/2016/0926/c1901a162867/page.htm,"
艺术学部教师伊丽媛访卡拉斯故乡 获政府授勋
"
http://www.cuc.edu.cn/news/2016/0926/c1901a162866/page.htm,"
美国霜堡州立大学副校长访问理工学部
"
http://www.cuc.edu.cn/news/2016/0926/c1901a162865/page.htm,"
艺术学部10部纪录片参展柏林中国文化节
"
http://www.cuc.edu.cn/news/2016/0926/c1901a162864/page.htm,"
我校开展新生心理素质拓展训练
"
http://www.cuc.edu.cn/news/2016/0923/c1901a162863/page.htm,"
我校2016年资产清查工作圆满完成
"
http://www.cuc.edu.cn/news/2016/0923/c1901a162862/page.htm,"
胡正荣副校长会见数字王国集团首席执行官
"
http://www.cuc.edu.cn/news/2016/0922/c1901a162861/page.htm,"
第十二届华赛获奖作品精品展在我校举办
"
http://www.cuc.edu.cn/news/2016/0922/c1901a162860/page.htm,"
新闻传播学部举行2016级开学典礼 白岩松出席
"
http://www.cuc.edu.cn/news/2016/0922/c1901a162859/page.htm,"
我校教师获教育部哲学社会科学研究后期资助重大项目
"
http://www.cuc.edu.cn/news/2016/0922/c1901a162858/page.htm,"
我校孔院在巴西南大河州大学学术周上大放异彩
"
http://www.cuc.edu.cn/news/2016/0921/c1901a162857/page.htm,"
首期全国社会组织新闻发言人培训班在我校举办
"
http://www.cuc.edu.cn/news/2016/0921/c1901a162856/page.htm,"
我校融媒体技术与艺术创新基地助力央视中秋晚会
"
http://www.cuc.edu.cn/news/2016/0920/c1901a162855/page.htm,"
媒介与公共事务研究院杜少中获中华宝钢环境奖
"
http://www.cuc.edu.cn/news/2016/0920/c1901a162854/page.htm,"
《Global Media and China》英文期刊首发仪式暨高峰论坛举办
"
http://www.cuc.edu.cn/news/2016/0919/c1901a162853/page.htm,"
中国传媒大学举行2016级新生开学典礼
"
http://www.cuc.edu.cn/news/2016/0919/c1901a162852/page.htm,"
中国传媒大学英文网站全新改版上线
"
http://www.cuc.edu.cn/news/2016/0918/c1901a162851/page.htm,"
我校2集体9个人获北京市思政教育工作表彰
"
http://www.cuc.edu.cn/news/2016/0918/c1901a162850/page.htm,"
中传电视台获“全国教育电视工作先进集体”称号
"
http://www.cuc.edu.cn/news/2016/0918/c1901a162849/page.htm,"
我校两篇案例入选第七届“全国百篇优秀管理案例”
"
http://www.cuc.edu.cn/news/2016/0918/c1901a162848/page.htm,"
日本大中物产获日本外务大臣表彰来函致谢我校
"
http://www.cuc.edu.cn/news/2016/0918/c1901a162847/page.htm,"
中国传媒大学2016级军训团结业典礼圆满举行
"
http://www.cuc.edu.cn/news/2016/0918/c1901a162846/page.htm,"
“大学第一课”开学典礼几大看点
"
http://www.cuc.edu.cn/news/2016/0918/c1901a162845/page.htm,"
我校举行2016级研究生新生入学教育报告会
"
http://www.cuc.edu.cn/news/2016/0917/c1901a162844/page.htm,"
2016级军训新生开展中秋歌咏比赛
"
http://www.cuc.edu.cn/news/2016/0916/c1901a162843/page.htm,"
16级新生军训定向越野科目体验顺利完成
"
http://www.cuc.edu.cn/news/2016/0914/c1901a162842/page.htm,"
胡正荣副校长会见中国驻加尔各答总领事
"
http://www.cuc.edu.cn/news/2016/0914/c1901a162841/page.htm,"
行军9公里，军训团完成拉练考验
"
http://www.cuc.edu.cn/news/2016/0913/c1901a162840/page.htm,"
播音主持实验教学中心获评北京实验教学示范中心
"
http://www.cuc.edu.cn/news/2016/0913/c1901a162839/page.htm,"
胡正荣副校长会见挪威HiOA大学学院代表团
"
http://www.cuc.edu.cn/news/2016/0913/c1901a162838/page.htm,"
马克思主义学院与韩国高校联合举办学术会议
"
http://www.cuc.edu.cn/news/2016/0913/c1901a162837/page.htm,"
我校创业团队获评今年首批北京高校优秀创业团队
"
http://www.cuc.edu.cn/news/2016/0913/c1901a162836/page.htm,"
胡正荣副校长会见美国圣托马斯大学副校长
"
http://www.cuc.edu.cn/news/2016/0913/c1901a162835/page.htm,"
我校师生主创《傻根进城》爱奇艺首播点击破亿
"
http://www.cuc.edu.cn/news/2016/0910/c1901a162834/page.htm,"
校慰问团看望军训师生
"
http://www.cuc.edu.cn/news/2016/0909/c1901a162833/page.htm,"
我校开展教师节走访慰问活动
"
http://www.cuc.edu.cn/news/2016/0909/c1901a162832/page.htm,"
我校三名教师荣获“2016北京市师德先锋”称号
"
http://www.cuc.edu.cn/news/2016/0909/c1901a162831/page.htm,"
我校喜迎2016级硕博新生 试行数字迎新
"
http://www.cuc.edu.cn/news/2016/0909/c1901a162830/page.htm,"
2016国家文创实验区高端峰会专题论坛在我校举办
"
http://www.cuc.edu.cn/news/2016/0909/c1901a162829/page.htm,"
“白杨网”等商标注册成功
"
http://www.cuc.edu.cn/news/2016/0909/c1901a162828/page.htm,"
扎实训练 军体拳招式初见士气
"
http://www.cuc.edu.cn/news/2016/0909/c1901a162827/page.htm,"
我校欢送19名2016年新兵参军入伍
"
http://www.cuc.edu.cn/news/2016/0909/c1901a162826/page.htm,"
2016年度我校国家社科基金项目获批数量创新高
"
http://www.cuc.edu.cn/news/2016/0909/c1901a162825/page.htm,"
新闻传播学部学生获第二十六届中国新闻奖一等奖
"
http://www.cuc.edu.cn/news/2016/0909/c1901a162824/page.htm,"
我校召开本学年首次教学例会 发布优慕课二维码
"
http://www.cuc.edu.cn/news/2016/0908/c1901a162823/page.htm,"
胡正荣副校长会见悉尼国际管理学院董事长
"
http://www.cuc.edu.cn/news/2016/0908/c1901a162822/page.htm,"
我校获评首批“北京地区高校示范性创业中心”
"
http://www.cuc.edu.cn/news/2016/0908/c1901a162821/page.htm,"
校庆日的军训：开展内务检查评比
"
http://www.cuc.edu.cn/news/2016/0907/c1901a162820/page.htm,"
2016国家文化产业创新实验区高端峰会主论坛举行
"
http://www.cuc.edu.cn/news/2016/0907/c1901a162819/page.htm,"
开展军事理论教学 新生学唱校歌
"
http://www.cuc.edu.cn/news/2016/0905/c1901a162818/page.htm,"
军训队列训练与军理课等整体推进
"
http://www.cuc.edu.cn/news/2016/0904/c1901a162817/page.htm,"
我校2016级新生校外集中军训展开
"
http://www.cuc.edu.cn/news/2016/0901/c1901a162816/page.htm,"
2016级新生军训带队教师培训会召开
"
http://www.cuc.edu.cn/news/2016/0831/c1901a162815/page.htm,"
我校召开2016级本科新生入学教育专题报告会
"
http://www.cuc.edu.cn/news/2016/0831/c1901a162814/page.htm,"
“绿色通道”传递温暖 确保新生畅行中传
"
http://www.cuc.edu.cn/news/2016/0830/c1901a162813/page.htm,"
国新硕士暑期海外教学实践圆满结束
"
http://www.cuc.edu.cn/news/2016/0830/c1901a162812/page.htm,"
“与孩子共同成长”新生家长心理座谈会举行
"
http://www.cuc.edu.cn/news/2016/0830/c1901a162811/page.htm,"
国际传媒教育学院研究生赴美学习启航
"
http://www.cuc.edu.cn/news/2016/0829/c1901a162810/page.htm,"
我校喜迎2016级本科新生
"
http://www.cuc.edu.cn/news/2016/0829/c1901a162809/page.htm,"
2016级本科迎新和入学教育工作落实会召开
"
http://www.cuc.edu.cn/news/2016/0827/c1901a162806/page.htm,"
胡正荣副校长会见日本城西大学代表团
"
http://www.cuc.edu.cn/news/2016/0827/c1901a162808/page.htm,"
我校学生在中国大学生计算机设计大赛中再获佳绩
"
http://www.cuc.edu.cn/news/2016/0827/c1901a162807/page.htm,"
陈文申书记率全体校领导检查暑期在建及修缮工程
"
http://www.cuc.edu.cn/news/2016/0824/c1901a162805/page.htm,"
中传新闻学子与十校学子共谱“新西行漫记”
"
http://www.cuc.edu.cn/news/2016/0813/c1901a162804/page.htm,"
中传学子助力里约奥运转播 诠释奥运精神
"
http://www.cuc.edu.cn/news/2016/0729/c1901a162803/page.htm,"
我校科研财务改革工作会议顺利召开
"
http://www.cuc.edu.cn/news/2016/0729/c1901a162802/page.htm,"
曾志华、周涌获第十二届北京市高等学校教学名师奖
"
http://www.cuc.edu.cn/news/2016/0728/c1901a162801/page.htm,"
我校承办全国广播影视远程专业学历教育工作会议
"
http://www.cuc.edu.cn/news/2016/0728/c1901a162800/page.htm,"
我校举办基层党委党总支直属党支部书记集中培训班
"
http://www.cuc.edu.cn/news/2016/0728/c1901a162799/page.htm,"
我校助力中国石化领导干部提升媒介素养
"
http://www.cuc.edu.cn/news/2016/0728/c1901a162798/page.htm,"
经纬置地有限公司向教育基金会捐款
"
http://www.cuc.edu.cn/news/2016/0726/c1901a162797/page.htm,"
播音师生参与庆祝香港回归祖国20周年活动
"
http://www.cuc.edu.cn/news/2016/0726/c1901a162796/page.htm,"
安永合伙人为我校作高校内控规范高端培训
"
http://www.cuc.edu.cn/news/2016/0725/c1901a162795/page.htm,"
“两学一做” 领导干部第一单元培训任务圆满完成
"
http://www.cuc.edu.cn/news/2016/0725/c1901a162794/page.htm,"
校电视台在第六届高校电视奖评选中成绩优异
"
http://www.cuc.edu.cn/news/2016/0725/c1901a162793/page.htm,"
经管学部津港青年创新创业交流团活动取得佳绩
"
http://www.cuc.edu.cn/news/2016/0722/c1901a162792/page.htm,"
传媒大学教育基金会召开第二届理事会第五次会议
"
http://www.cuc.edu.cn/news/2016/0722/c1901a162791/page.htm,"
文化发展研究院再获2016年度国家艺术基金资助
"
http://www.cuc.edu.cn/news/2016/0722/c1901a162790/page.htm,"
2015-2016学年第二学期全校教学督导工作会议召开
"
http://www.cuc.edu.cn/news/2016/0721/c1901a162789/page.htm,"
艺术学部深度参与第十届中国国际青少年动漫周
"
http://www.cuc.edu.cn/news/2016/0719/c1901a162788/page.htm,"
教育部廉政专项资助项目开题报告会在我校举办
"
http://www.cuc.edu.cn/news/2016/0719/c1901a162787/page.htm,"
中国传媒大学2015级军训团结业典礼举行
"
http://www.cuc.edu.cn/news/2016/0718/c1901a162786/page.htm,"
我校召开科研财务改革文件定稿研讨会
"
http://www.cuc.edu.cn/news/2016/0718/c1901a162785/page.htm,"
经管学部教师培训会举行 陈文申书记出席并讲话
"
