网址,标题
http://www.cuc.edu.cn/news/2017/0327/c1901a162560/page.htm,"
理工学部举办“科研改革与创新发展”研讨会
"
http://www.cuc.edu.cn/news/2017/0324/c1901a162559/page.htm,"
文法学部召开领导班子民主生活会
"
http://www.cuc.edu.cn/news/2017/0324/c1901a162558/page.htm,"
沈昌祥院士受聘我校“双聘院士”
"
http://www.cuc.edu.cn/news/2017/0324/c1901a162557/page.htm,"
学校召开党外人士情况通报会
"
http://www.cuc.edu.cn/news/2017/0324/c1901a162556/page.htm,"
继续教育学部召开2017年春季工作会议
"
http://www.cuc.edu.cn/news/2017/0323/c1901a162555/page.htm,"
国家文化产业创新实验区课题通过专家评审
"
http://www.cuc.edu.cn/news/2017/0322/c1901a162554/page.htm,"
光明网融媒体团队来学校开讲座谈跨界与创新
"
http://www.cuc.edu.cn/news/2017/0321/c1901a162553/page.htm,"
我校与开封市政府签署战略合作协议
"
http://www.cuc.edu.cn/news/2017/0320/c1901a162552/page.htm,"
国双捐资我校成立“融媒体大数据实验室”
"
http://www.cuc.edu.cn/news/2017/0316/c1901a162550/page.htm,"
我校三个班荣获首届“雷锋式班级”
"
http://www.cuc.edu.cn/news/2017/0316/c1901a162549/page.htm,"
我校国际新闻传播硕士班参加两会外交部记者会
"
http://www.cuc.edu.cn/news/2017/0316/c1901a162551/page.htm,"
《人民日报》报道我校国奖学生优秀事迹
"
http://www.cuc.edu.cn/news/2017/0315/c1901a162548/page.htm,"
学校召开2017年春季工作会议
"
http://www.cuc.edu.cn/news/2017/0314/c1901a162547/page.htm,"
我校2017年博士研究生招生考试初试圆满结束
"
http://www.cuc.edu.cn/news/2017/0314/c1901a162546/page.htm,"
校团委举办2017全国两会学习交流会
"
http://www.cuc.edu.cn/news/2017/0314/c1901a162545/page.htm,"
字道巡展：融汇古今智慧,与世界共话文字之美
"
http://www.cuc.edu.cn/news/2017/0314/c1901a162544/page.htm,"
实验实践教学中心承办摄影摄像业界交流盛会
"
http://www.cuc.edu.cn/news/2017/0313/c1901a162543/page.htm,"
三试手续顺利办理，2017年艺考接近尾声
"
http://www.cuc.edu.cn/news/2017/0313/c1901a162542/page.htm,"
我校召开本科教学工作审核评估评建布置会
"
http://www.cuc.edu.cn/news/2017/0313/c1901a162541/page.htm,"
校领导检查指导校园节能监管平台建设工作
"
http://www.cuc.edu.cn/news/2017/0310/c1901a162540/page.htm,"
我校“双一流”建设预启动工作会议召开
"
http://www.cuc.edu.cn/news/2017/0308/c1901a162539/page.htm,"
世界顶级音乐剧制作公司英国RUG集团总裁来访我校
"
http://www.cuc.edu.cn/news/2017/0307/c1901a162538/page.htm,"
鲁景超委员“两会”建言设立全国朗读日
"
http://www.cuc.edu.cn/news/2017/0306/c1901a162537/page.htm,"
光明网刊登范周教授文章解读政府工作报告
"
http://www.cuc.edu.cn/news/2017/0303/c1901a162536/page.htm,"
教务处新开设六门智慧树网络共享课程
"
http://www.cuc.edu.cn/news/2017/0303/c1901a162535/page.htm,"
我校格罗宁根孔子学院成立第八个孔子课堂
"
http://www.cuc.edu.cn/news/2017/0302/c1901a162534/page.htm,"
新闻传播学部教师参观人民日报全媒体平台
"
http://www.cuc.edu.cn/news/2017/0301/c1901a162533/page.htm,"
胡正荣校长会见葡萄牙波尔图大学校长
"
http://www.cuc.edu.cn/news/2017/0301/c1901a162532/page.htm,"
广告学院推出创新型专业选修课程
"
http://www.cuc.edu.cn/news/2017/0228/c1901a162531/page.htm,"
中纪委网站报道我校廉洁知乎品牌创建典型经验
"
http://www.cuc.edu.cn/news/2017/0228/c1901a162530/page.htm,"
中共朝阳区领导就统战工作走访我校
"
http://www.cuc.edu.cn/news/2017/0227/c1901a162529/page.htm,"
我校声乐表演专业学生喜获国际赛事中国区金奖
"
http://www.cuc.edu.cn/news/2017/0227/c1901a162528/page.htm,"
我校道路、楼馆及景观名称标牌设置基本完成
"
http://www.cuc.edu.cn/news/2017/0227/c1901a162527/page.htm,"
北京市朝阳区委领导参观中国传媒博物馆
"
http://www.cuc.edu.cn/news/2017/0224/c1901a162526/page.htm,"
我校启动首届“雷锋式班级”评选工作
"
http://www.cuc.edu.cn/news/2017/0223/c1901a162525/page.htm,"
开封市市委市政府领导来我校洽谈合作事宜
"
http://www.cuc.edu.cn/news/2017/0223/c1901a162524/page.htm,"
教务处组织召开本学期首次教学例会
"
http://www.cuc.edu.cn/news/2017/0218/c1901a162523/page.htm,"
我校2017艺术类招考部分专业公布初试合格名单
"
http://www.cuc.edu.cn/news/2017/0216/c1901a162522/page.htm,"
中传艺考亮点纷呈  引主流媒体大量关注
"
http://www.cuc.edu.cn/news/2017/0214/c1901a162521/page.htm,"
《Scientific Reports》发表我校科研论文
"
http://www.cuc.edu.cn/news/2017/0214/c1901a162520/page.htm,"
艺术类招生考试今日举行 新增数字娱乐专业方向
"
http://www.cuc.edu.cn/news/2017/0130/c1901a162519/page.htm,"
人民网北青报报道我校校友用VR“回校”拜年
"
http://www.cuc.edu.cn/news/2017/0127/c1901a162518/page.htm,"
校领导除夕慰问坚守岗位职工和在校学生
"
http://www.cuc.edu.cn/news/2017/0126/c1901a162517/page.htm,"
白岩松马思纯等37位校友除夕回“家”大拜年
"
http://www.cuc.edu.cn/news/2017/0124/c1901a162516/page.htm,"
经管学部2016年终总结大会召开
"
http://www.cuc.edu.cn/news/2017/0124/c1901a162515/page.htm,"
文化部文化产业专家委员会在我校召开年度总结会
"
http://www.cuc.edu.cn/news/2017/0124/c1901a162514/page.htm,"
艺术学部进行艺术类本科招生考试动员
"
http://www.cuc.edu.cn/news/2017/0124/c1901a162513/page.htm,"
校领导听取艺术学部艺术类招生准备工作汇报
"
http://www.cuc.edu.cn/news/2017/0117/c1901a162512/page.htm,"
后勤召开年终工作总结暨表彰大会
"
http://www.cuc.edu.cn/news/2017/0117/c1901a162511/page.htm,"
后勤管理处召开高校后勤社会化改革研讨会
"
http://www.cuc.edu.cn/news/2017/0116/c1901a162510/page.htm,"
2017年艺术类招生动员大会召开 强调依法依规
"
http://www.cuc.edu.cn/news/2017/0116/c1901a162509/page.htm,"
我校举办新媒体VR专项师资培训
"
http://www.cuc.edu.cn/news/2017/0116/c1901a162508/page.htm,"
我校教育基金会2015年年检合格
"
http://www.cuc.edu.cn/news/2017/0116/c1901a162507/page.htm,"
国学教育与全媒体产业联盟在我校成立
"
http://www.cuc.edu.cn/news/2017/0116/c1901a162506/page.htm,"
我校举办网络社会治理实践高端论坛
"
http://www.cuc.edu.cn/news/2017/0116/c1901a162505/page.htm,"
我校召开国家传播创新峰会 发布国际传播蓝皮书
"
http://www.cuc.edu.cn/news/2017/0113/c1901a162504/page.htm,"
经管学部召开第一届教代会暨工会会员代表大会
"
http://www.cuc.edu.cn/news/2017/0112/c1901a162503/page.htm,"
自强社庆祝十周岁生日 年终表彰同时举行
"
http://www.cuc.edu.cn/news/2017/0112/c1901a162502/page.htm,"
电视节目版权价值评估项目填补行业空白
"
http://www.cuc.edu.cn/news/2017/0112/c1901a162501/page.htm,"
校党委评议考核基层党组织书记抓党建工作
"
http://www.cuc.edu.cn/news/2017/0112/c1901a162500/page.htm,"
新闻传播学部召开领导班子民主生活会
"
http://www.cuc.edu.cn/news/2017/0111/c1901a162499/page.htm,"
我校参与编制文化部“一带一路”行动计划颁布
"
http://www.cuc.edu.cn/news/2017/0111/c1901a162498/page.htm,"
校工会在北京市教育工会考核中获“特色工作奖”
"
http://www.cuc.edu.cn/news/2017/0111/c1901a162497/page.htm,"
网络视频研究中心联合业界打造网生内容2.0时代
"
http://www.cuc.edu.cn/news/2017/0110/c1901a162496/page.htm,"
我校与旭辉集团修缮项目竣工交接仪式举行
"
http://www.cuc.edu.cn/news/2017/0110/c1901a162495/page.htm,"
我校召开2016年度民主生活会研究生座谈会
"
http://www.cuc.edu.cn/news/2017/0110/c1901a162494/page.htm,"
2017中国网络直播高端峰会在我校举行
"
http://www.cuc.edu.cn/news/2017/0109/c1901a162493/page.htm,"
我校举办2016中国传媒法治发展年度研讨会
"
http://www.cuc.edu.cn/news/2017/0109/c1901a162492/page.htm,"
胡正荣校长会见韩国东西大学校长
"
http://www.cuc.edu.cn/news/2017/0109/c1901a162491/page.htm,"
中国文化产业年度盘点直播跨年盛典总结会召开
"
http://www.cuc.edu.cn/news/2017/0109/c1901a162490/page.htm,"
我校发起成立首家高校跨学科智库联合体
"
http://www.cuc.edu.cn/news/2017/0106/c1901a162489/page.htm,"
新闻传播学部报送论文获中华优秀出版物奖
"
http://www.cuc.edu.cn/news/2017/0106/c1901a162488/page.htm,"
我校获批新闻史学会编辑出版研究委员会会长单位
"
http://www.cuc.edu.cn/news/2017/0105/c1901a162486/page.htm,"
国家新闻出版广电总局传媒司给我校发来感谢信
"
http://www.cuc.edu.cn/news/2017/0105/c1901a162485/page.htm,"
全国环保司、厅长来我校学习全媒体沟通
"
http://www.cuc.edu.cn/news/2017/0105/c1901a162487/page.htm,"
我校教育基金会获公益性捐赠税前扣除资格
"
http://www.cuc.edu.cn/news/2017/0104/c1901a162484/page.htm,"
我校发布“2016媒体关注度十大榜单”
"
http://www.cuc.edu.cn/news/2017/0103/c1901a162483/page.htm,"
陈文申书记参加辅导员工作座谈会
"
http://www.cuc.edu.cn/news/2017/0103/c1901a162482/page.htm,"
公益广告创新工作研讨会举行
"
http://www.cuc.edu.cn/news/2017/0101/c1901a162481/page.htm,"
2016中国文化产业年度盘点盛典跨年网络直播
"
http://www.cuc.edu.cn/news/2016/1230/c1901a162480/page.htm,"
校长助理王志参加继续教育学部党支部学习会
"
http://www.cuc.edu.cn/news/2016/1230/c1901a162479/page.htm,"
胡正荣校长当选北京市高等教育学会副会长
"
http://www.cuc.edu.cn/news/2016/1230/c1901a162478/page.htm,"
“华人第一棒”指挥家汤沐海受聘我校客座教授
"
http://www.cuc.edu.cn/news/2016/1230/c1901a162477/page.htm,"
廖祥忠副校长参加基层教工党支部学习会
"
http://www.cuc.edu.cn/news/2016/1229/c1901a162476/page.htm,"
我校开展重点部位安全大检查
"
http://www.cuc.edu.cn/news/2016/1229/c1901a162475/page.htm,"
我校2017硕士招考初试 报考人数为近五年最多
"
http://www.cuc.edu.cn/news/2016/1229/c1901a162474/page.htm,"
社会主义核心价值观动画短片创作大赛颁奖
"
http://www.cuc.edu.cn/news/2016/1229/c1901a162473/page.htm,"
2016扬帆杯大学生原创剧本大赛颁奖典礼举行
"
http://www.cuc.edu.cn/news/2016/1229/c1901a162472/page.htm,"
我校2016年第十二届“周恩来班”评审会举行
"
http://www.cuc.edu.cn/news/2016/1229/c1901a162471/page.htm,"
我校2015-2016学年度表彰颁奖大会举行
"
http://www.cuc.edu.cn/news/2016/1228/c1901a162470/page.htm,"
学位评定委员会审议冬季学期学位授予事宜
"
http://www.cuc.edu.cn/news/2016/1228/c1901a162469/page.htm,"
欧洲首家普通话培训测试中心揭牌
"
http://www.cuc.edu.cn/news/2016/1228/c1901a162468/page.htm,"
中国纪录片学院奖颁奖典礼举办 现场3D打印奖杯
"
http://www.cuc.edu.cn/news/2016/1227/c1901a162467/page.htm,"
网站履行主体责任高峰论坛在我校召开
"
http://www.cuc.edu.cn/news/2016/1227/c1901a162466/page.htm,"
新闻传播学科咨询组第二次会议在我校举行
"
http://www.cuc.edu.cn/news/2016/1227/c1901a162465/page.htm,"
袁军副校长参加基层教工党支部学习会
"
http://www.cuc.edu.cn/news/2016/1227/c1901a162464/page.htm,"
我校成功入选“全国高校实践育人创新创业基地”
"
http://www.cuc.edu.cn/news/2016/1227/c1901a162463/page.htm,"
首都传媒经济研究基地入选中国智库索引来源智库
"
http://www.cuc.edu.cn/news/2016/1227/c1901a162462/page.htm,"
校工会召开2016年总结表彰会
"
http://www.cuc.edu.cn/news/2016/1226/c1901a162461/page.htm,"
我校在苏州市广电总台设立教学科研基地
"
http://www.cuc.edu.cn/news/2016/1226/c1901a162460/page.htm,"
教中老年人吃透“苹果” 学生团队获大奖
"
http://www.cuc.edu.cn/news/2016/1226/c1901a162459/page.htm,"
我校与清控人居光电研究院共建教学科研基地
"
http://www.cuc.edu.cn/news/2016/1226/c1901a162458/page.htm,"
胡正荣校长参加基层教工党支部学习会
"
http://www.cuc.edu.cn/news/2016/1223/c1901a162457/page.htm,"
陈文申书记参加传播研究院党支部学习会
"
http://www.cuc.edu.cn/news/2016/1223/c1901a162456/page.htm,"
我校召开寒假招生宣传学生志愿团动员大会
"
http://www.cuc.edu.cn/news/2016/1223/c1901a162455/page.htm,"
刘守训副书记参加广电工党支部学习会
"
http://www.cuc.edu.cn/news/2016/1223/c1901a162454/page.htm,"
我校与天洋集团召开创新创业工作会
"
http://www.cuc.edu.cn/news/2016/1222/c1901a162453/page.htm,"
赵晖副书记参加基层教工党支部学习会
"
http://www.cuc.edu.cn/news/2016/1222/c1901a162452/page.htm,"
蔡翔副校长参加文化发展研究院教工党支部学习会
"
http://www.cuc.edu.cn/news/2016/1222/c1901a162451/page.htm,"
人民网报道我校定点帮扶新举措助推漾濞发展
"
http://www.cuc.edu.cn/news/2016/1221/c1901a162450/page.htm,"
2017中国传媒大学新年音乐会落幕
"
http://www.cuc.edu.cn/news/2016/1221/c1901a162449/page.htm,"
大理州副州长一行来访我校
"
http://www.cuc.edu.cn/news/2016/1221/c1901a162448/page.htm,"
人民共和国党报论坛第十三届年会举行
"
http://www.cuc.edu.cn/news/2016/1221/c1901a162447/page.htm,"
河南师范大学副校长率团来我校考察交流
"
http://www.cuc.edu.cn/news/2016/1221/c1901a162446/page.htm,"
中国首部公共关系蓝皮书发布 我校师生参与编撰
"
http://www.cuc.edu.cn/news/2016/1220/c1901a162445/page.htm,"
期末考试动员会及第四次教学例会召开
"
http://www.cuc.edu.cn/news/2016/1220/c1901a162444/page.htm,"
我校召开2016年度述责述廉会
"
http://www.cuc.edu.cn/news/2016/1220/c1901a162443/page.htm,"
文化产业跨年学术盛会将公布七大榜单
"
http://www.cuc.edu.cn/news/2016/1219/c1901a162442/page.htm,"
第13届全国大学生“一分钟”影像大赛奖项揭晓
"
http://www.cuc.edu.cn/news/2016/1219/c1901a162441/page.htm,"
中国高校博物馆馆长论坛举办 高校博物馆APP上线
"
http://www.cuc.edu.cn/news/2016/1219/c1901a162440/page.htm,"
教育部语言文字研究所与我校签署合作协议
"
http://www.cuc.edu.cn/news/2016/1216/c1901a162439/page.htm,"
新华社新媒体中心一行到访新闻传播学部
"
http://www.cuc.edu.cn/news/2016/1216/c1901a162438/page.htm,"
2015-2016学年学校“十佳辅导员”名单揭晓
"
http://www.cuc.edu.cn/news/2016/1216/c1901a162437/page.htm,"
党政领导干部集中培训第三单元专题报告会举办
"
http://www.cuc.edu.cn/news/2016/1216/c1901a162436/page.htm,"
暑实成果表彰 挑战杯揭开序幕
"
http://www.cuc.edu.cn/news/2016/1216/c1901a162435/page.htm,"
廖祥忠副校长率团访问印巴高校和SAGE印度公司
"
http://www.cuc.edu.cn/news/2016/1216/c1901a162434/page.htm,"
王保华教授获全国教育科研优秀成果奖二等奖
"
http://www.cuc.edu.cn/news/2016/1216/c1901a162433/page.htm,"
鲁景超教授获批国家社科基金教育学重点项目
"
http://www.cuc.edu.cn/news/2016/1215/c1901a162432/page.htm,"
我校第二届教职工代表大会第二次会议召开
"
http://www.cuc.edu.cn/news/2016/1214/c1901a162431/page.htm,"
学界业界研讨“一带一路”背景下翻译研究与教学
"
http://www.cuc.edu.cn/news/2016/1214/c1901a162430/page.htm,"
2016中国传播论坛聚焦“电视何以创新”
"
http://www.cuc.edu.cn/news/2016/1214/c1901a162429/page.htm,"
第十届子牛杯颁奖典礼举行 白岩松推荐三本书
"
http://www.cuc.edu.cn/news/2016/1213/c1901a162428/page.htm,"
艺术学部学习习总书记文代会作代会重要讲话精神
"
http://www.cuc.edu.cn/news/2016/1213/c1901a162427/page.htm,"
北京高校纪检监察研究会第一片组会在我校召开
"
http://www.cuc.edu.cn/news/2016/1213/c1901a162426/page.htm,"
播音主持艺术学院辩与论公开课聚焦精准扶贫
"
http://www.cuc.edu.cn/news/2016/1212/c1901a162425/page.htm,"
校媒联盟召开座谈会 研讨新媒体如何讲好中传故事
"
http://www.cuc.edu.cn/news/2016/1208/c1901a162424/page.htm,"
陈文申书记率团出访中东欧高水平大学
"
http://www.cuc.edu.cn/news/2016/1208/c1901a162423/page.htm,"
中国广告博物馆互动营销展隆重开幕
"
http://www.cuc.edu.cn/news/2016/1207/c1901a162422/page.htm,"
我校老教授协会召开2016年年会
"
http://www.cuc.edu.cn/news/2016/1206/c1901a162421/page.htm,"
胡正荣校长会见韩国高等教育财团事务总长
"
http://www.cuc.edu.cn/news/2016/1206/c1901a162420/page.htm,"
当代世界主流媒体研究课题结项 涵盖400余家媒体
"
http://www.cuc.edu.cn/news/2016/1205/c1901a162419/page.htm,"
胡正荣校长会见韩国高等教育财团事务总长
"
http://www.cuc.edu.cn/news/2016/1205/c1901a162418/page.htm,"
校领导为南方出版传媒首个博士后科研工作站揭牌
"
http://www.cuc.edu.cn/news/2016/1205/c1901a162417/page.htm,"
光环境设计研讨会举办 搭建学科深度融合平台
"
http://www.cuc.edu.cn/news/2016/1205/c1901a162416/page.htm,"
“重走长征路”主题巡展首站活动落幕
"
http://www.cuc.edu.cn/news/2016/1202/c1901a162415/page.htm,"
我校教师撰写公益广告年度报告引关注
"
http://www.cuc.edu.cn/news/2016/1202/c1901a162414/page.htm,"
中国广告名人堂第二届颁奖礼在京隆重举行
"
http://www.cuc.edu.cn/news/2016/1202/c1901a162413/page.htm,"
北京市委宣传部副部长余俊生来我校调研
"
http://www.cuc.edu.cn/news/2016/1202/c1901a162412/page.htm,"
教育部召开高校毕业生就业创业工作网络视频会
"
http://www.cuc.edu.cn/news/2016/1202/c1901a162411/page.htm,"
2016中国文化产业年度盘点盛典将跨年网络直播
"
http://www.cuc.edu.cn/news/2016/1201/c1901a162410/page.htm,"
袁军副校长率团访问巴西和秘鲁
"
http://www.cuc.edu.cn/news/2016/1130/c1901a162409/page.htm,"
教育部网站报道我校用新媒体提升廉洁教育有效性
"
http://www.cuc.edu.cn/news/2016/1130/c1901a162408/page.htm,"
我校师生参加第七届中国国际新媒体短片节
"
http://www.cuc.edu.cn/news/2016/1130/c1901a162407/page.htm,"
我校校友企业招聘双选会顺利举行
"
http://www.cuc.edu.cn/news/2016/1130/c1901a162406/page.htm,"
新闻传播学部师生荣获范敬宜新闻教育奖
"
http://www.cuc.edu.cn/news/2016/1130/c1901a162405/page.htm,"
14名同学获颁2016年度TBS奖学金
"
http://www.cuc.edu.cn/news/2016/1129/c1901a162404/page.htm,"
校领导赴巴西看望慰问我校葡语系留学生
"
http://www.cuc.edu.cn/news/2016/1129/c1901a162403/page.htm,"
我校与巴西共建孔子学院举办第五届理事会议
"
http://www.cuc.edu.cn/news/2016/1129/c1901a162402/page.htm,"
袁军副校长慰问巴西孔院教师并举办座谈会
"
http://www.cuc.edu.cn/news/2016/1129/c1901a162401/page.htm,"
教代会代表为学校机动车停放管理建言献策
"
http://www.cuc.edu.cn/news/2016/1128/c1901a162400/page.htm,"
校艺术团在2016北京大学生音乐节摘得四金三银
"
http://www.cuc.edu.cn/news/2016/1128/c1901a162399/page.htm,"
2016年学生党支部书记集中培训举办
"
http://www.cuc.edu.cn/news/2016/1128/c1901a162398/page.htm,"
赵晖书记为马克思主义学院师生党员讲党课
"
http://www.cuc.edu.cn/news/2016/1127/c1901a162397/page.htm,"
我校06级校友马思纯获53届金马奖最佳女主角奖
"
http://www.cuc.edu.cn/news/2016/1125/c1901a162396/page.htm,"
我校对新任处级领导干部进行集体廉政谈话
"
http://www.cuc.edu.cn/news/2016/1125/c1901a162395/page.htm,"
网络直播法律规制研讨会在我校召开
"
http://www.cuc.edu.cn/news/2016/1125/c1901a162394/page.htm,"
播音师生赴港澳展演 教育部语用司发来感谢信
"
http://www.cuc.edu.cn/news/2016/1125/c1901a162393/page.htm,"
我校毕业生执导影片获纪录片界奥斯卡大奖
"
http://www.cuc.edu.cn/news/2016/1125/c1901a162392/page.htm,"
齐越节朗诵展演在中山公园音乐堂举行
"
http://www.cuc.edu.cn/news/2016/1125/c1901a162391/page.htm,"
胡正荣校长到我校各教学单位调研
"
http://www.cuc.edu.cn/news/2016/1124/c1901a162390/page.htm,"
学界业界汇聚互动营销论坛畅谈新趋势
"
http://www.cuc.edu.cn/news/2016/1124/c1901a162389/page.htm,"
蔡翔副校长会见台湾义守大学副校长
"
http://www.cuc.edu.cn/news/2016/1124/c1901a162388/page.htm,"
《现代传播》年度对话任学安
"
http://www.cuc.edu.cn/news/2016/1124/c1901a162387/page.htm,"
42位同学获学校首届本专科生创新创业奖学金
"
http://www.cuc.edu.cn/news/2016/1124/c1901a162386/page.htm,"
两教师受聘首批北京高校思政理论课特级教师
"
http://www.cuc.edu.cn/news/2016/1123/c1901a162385/page.htm,"
艺英计划优秀课程教学示范观摩活动圆满结束
"
http://www.cuc.edu.cn/news/2016/1123/c1901a162384/page.htm,"
启动！第七届中国大学生电视节
"
http://www.cuc.edu.cn/news/2016/1123/c1901a162383/page.htm,"
第十八届齐越节落幕 “岳阳楼记”夺魁
"
http://www.cuc.edu.cn/news/2016/1122/c1901a162382/page.htm,"
国传融媒体创新基地参与承制国家重点工程纪录片
"
http://www.cuc.edu.cn/news/2016/1122/c1901a162381/page.htm,"
艺术学部动漫国际合作课程入选亚洲校园计划
"
http://www.cuc.edu.cn/news/2016/1122/c1901a162380/page.htm,"
中国高校传媒发展论坛举办 校报代表北京高校发声
"
http://www.cuc.edu.cn/news/2016/1122/c1901a162379/page.htm,"
胡正荣教授为第十八届齐越节进行学术讲座
"
http://www.cuc.edu.cn/news/2016/1122/c1901a162378/page.htm,"
我校格罗宁根孔子学院举办研讨会促进中荷交流
"
http://www.cuc.edu.cn/news/2016/1121/c1901a162377/page.htm,"
胡正荣校长讲授“两学一做”主题党课
"
http://www.cuc.edu.cn/news/2016/1121/c1901a162376/page.htm,"
日本大学艺术学部教授来我校讲学
"
http://www.cuc.edu.cn/news/2016/1121/c1901a162375/page.htm,"
新传学部获两岸四地校媒大奖
"
http://www.cuc.edu.cn/news/2016/1121/c1901a162374/page.htm,"
齐越节学术论坛聚焦有声语言艺术
"
http://www.cuc.edu.cn/news/2016/1121/c1901a162373/page.htm,"
校团委与新四军研究会合办“重走长征路”报告会
"
http://www.cuc.edu.cn/news/2016/1121/c1901a162372/page.htm,"
《现代传播》通过国家社科基金资助期刊年度考核
"
http://www.cuc.edu.cn/news/2016/1118/c1901a162371/page.htm,"
我校组织教师赴全国重点高中开展2017年招生宣传
"
http://www.cuc.edu.cn/news/2016/1117/c1901a162370/page.htm,"
2016中韩传媒产业论坛在我校成功举办
"
http://www.cuc.edu.cn/news/2016/1117/c1901a162369/page.htm,"
我校师生观看纪念长征胜利京剧演出《党的女儿》
"
http://www.cuc.edu.cn/news/2016/1117/c1901a162367/page.htm,"
我校召开2016年度第三次外事工作例会
"
http://www.cuc.edu.cn/news/2016/1117/c1901a162366/page.htm,"
原中央电视台台长胡占凡应邀来我校开展学术讲座
"
http://www.cuc.edu.cn/news/2016/1116/c1901a162365/page.htm,"
我校朝阳区人大代表换届选举工作圆满结束
"
http://www.cuc.edu.cn/news/2016/1116/c1901a162364/page.htm,"
刘守训副书记会见加州大学伯克利分校教授
"
http://www.cuc.edu.cn/news/2016/1116/c1901a162363/page.htm,"
老国交装修一新迎接留学生入住
"
http://www.cuc.edu.cn/news/2016/1115/c1901a162362/page.htm,"
全国百所示范性高职院校影响力排行榜发布会召开
"
http://www.cuc.edu.cn/news/2016/1115/c1901a162361/page.htm,"
赵晖副书记给艺术学部师生作专题学习讲座
"
http://www.cuc.edu.cn/news/2016/1114/c1901a162358/page.htm,"
国际传媒教育学院应邀参加2016中国国际教育年会
"
http://www.cuc.edu.cn/news/2016/1114/c1901a162357/page.htm,"
赵晖副书记赴江西师大调研高校廉洁文化建设
"
http://www.cuc.edu.cn/news/2016/1114/c1901a162360/page.htm,"
我校代表团出席中国智慧城市（国际）创新大会
"
http://www.cuc.edu.cn/news/2016/1114/c1901a162359/page.htm,"
齐越节复选结束 30部作品进入终选
"
http://www.cuc.edu.cn/news/2016/1111/c1901a162356/page.htm,"
我校举办“马克思主义的世界传播”高端论坛
"
http://www.cuc.edu.cn/news/2016/1111/c1901a162355/page.htm,"
中央编译局与我校共建马克思主义传播研究基地
"
http://www.cuc.edu.cn/news/2016/1111/c1901a162354/page.htm,"
我校毕业生为天宫二号与神舟飞船设计“对接法宝”
"
http://www.cuc.edu.cn/news/2016/1111/c1901a162353/page.htm,"
旭辉集团亿元捐赠助力我校发展
"
http://www.cuc.edu.cn/news/2016/1111/c1901a162352/page.htm,"
我校参加中外合作办学高校党建工作调研会议
"
http://www.cuc.edu.cn/news/2016/1110/c1901a162351/page.htm,"
我校在“119消防日”举行疏散演练
"
http://www.cuc.edu.cn/news/2016/1110/c1901a162350/page.htm,"
袁军副校长会见广东作协、华侨经济文化区考察团
"
http://www.cuc.edu.cn/news/2016/1110/c1901a162349/page.htm,"
我校十位教师获得“中央三台奖优秀班主任”提名
"
http://www.cuc.edu.cn/news/2016/1110/c1901a162348/page.htm,"
袁军副校长会见葡语国家教育代表团
"
http://www.cuc.edu.cn/news/2016/1110/c1901a162347/page.htm,"
第三届音乐产业高端论坛在我校举办
"
http://www.cuc.edu.cn/news/2016/1109/c1901a162346/page.htm,"
廉政+HTML5 纪委《廉政知乎》首秀引关注
"
http://www.cuc.edu.cn/news/2016/1109/c1901a162345/page.htm,"
校党委理论学习中心组召开专题学习会
"
http://www.cuc.edu.cn/news/2016/1108/c1901a162344/page.htm,"
第六届全国广播学术研讨会在我校举行
"
http://www.cuc.edu.cn/news/2016/1108/c1901a162343/page.htm,"
陈文申书记带队检查留学生公寓及校园施工场地
"
http://www.cuc.edu.cn/news/2016/1108/c1901a162342/page.htm,"
我校融媒体新闻获“北京高校好新闻”一等奖
"
http://www.cuc.edu.cn/news/2016/1107/c1901a162341/page.htm,"
多媒体新闻 | 学生记者节落幕 直播观看量破220万
"
http://www.cuc.edu.cn/news/2016/1107/c1901a162340/page.htm,"
新闻传播学部举办中国记者节系列活动
"
http://www.cuc.edu.cn/news/2016/1107/c1901a162339/page.htm,"
我校2016年招生总结会召开
"
http://www.cuc.edu.cn/news/2016/1107/c1901a162338/page.htm,"
市级优班、中央三台优班、周恩来班评审会举行
"
http://www.cuc.edu.cn/news/2016/1104/c1901a162337/page.htm,"
ICUC承制教育部《中国教育发展概况》白皮书发布
"
http://www.cuc.edu.cn/news/2016/1103/c1901a162336/page.htm,"
校党委书记陈文申同志讲授“两学一做”主题党课
"
http://www.cuc.edu.cn/news/2016/1103/c1901a162335/page.htm,"
校报时评获中国高校校报好新闻评选一等奖
"
http://www.cuc.edu.cn/news/2016/1102/c1901a162334/page.htm,"
第三届亚洲大学生电影节在日本东京圆满落幕
"
http://www.cuc.edu.cn/news/2016/1102/c1901a162333/page.htm,"
艺术学部学生拍环保微电影《沉默的河流》获大奖
"
http://www.cuc.edu.cn/news/2016/1102/c1901a162332/page.htm,"
胡正荣校长会见美国中西部美中协会董事长一行
"
http://www.cuc.edu.cn/news/2016/1101/c1901a162331/page.htm,"
经管学部举办论坛探讨文化法治发展与实践
"
http://www.cuc.edu.cn/news/2016/1101/c1901a162330/page.htm,"
市委巡回督导组参加国新班党支部主题党日活动
"
http://www.cuc.edu.cn/news/2016/1101/c1901a162329/page.htm,"
第十一届中国(北京)国际大学生动画节颁奖典礼举行
"
http://www.cuc.edu.cn/news/2016/1031/c1901a162328/page.htm,"
我校学生在北京国际电子音乐作曲比赛斩获多项奖
"
